%yyyy doy SNR
2007 234 43.39 
2007 235 43.47 
2007 236 43.44 
2007 237 43.49 
2007 238 43.47 
2007 239 43.52 
2007 240 43.61 
2007 241 43.52 
2007 242 43.52 
2007 243 43.48 
2007 244 43.46 
2007 245 43.49 
2007 246 43.41 
2007 247 43.53 
2007 248 43.46 
2007 249 43.54 
2007 250 43.50 
2007 251 43.49 
2007 252 43.63 
2007 253 43.50 
2007 254 43.63 
2007 255 43.60 
2007 256 43.62 
2007 257 43.68 
2007 258 43.35 
2007 259 43.71 
2007 260 43.84 
2007 261 43.55 
2007 262 43.49 
2007 263 43.56 
2007 264 43.56 
2007 265 43.58 
2007 266 43.66 
2007 267 43.43 
2007 268 43.54 
2007 269 43.56 
2007 270 43.55 
2007 271 43.59 
2007 272 43.74 
2007 273 43.48 
2007 274 43.54 
2007 275 43.54 
2007 276 43.53 
2007 277 43.59 
2007 278 43.64 
2007 279 43.55 
2007 280 43.64 
2007 281 43.46 
2007 282 43.52 
2007 283 43.57 
2007 284 43.55 
2007 285 43.59 
2007 286 43.68 
2007 287 43.59 
2007 288 43.48 
2007 289 43.51 
2007 290 43.56 
2007 291 43.46 
2007 292 43.40 
2007 293 43.49 
2007 294 43.50 
2007 295 43.56 
2007 296 43.57 
2007 297 43.48 
2007 298 43.44 
2007 299 43.47 
2007 300 43.50 
2007 301 43.54 
2007 302 43.55 
2007 303 43.57 
2007 304 43.56 
2007 305 43.46 
2007 306 43.53 
2007 307 43.46 
2007 308 43.41 
2007 309 43.44 
2007 310 43.47 
2007 311 43.43 
2007 312 43.45 
2007 313 43.68 
2007 314 43.69 
2007 315 43.51 
2007 316 43.58 
2007 317 43.42 
2007 318 43.58 
2007 319 43.45 
2007 320 43.41 
2007 321 43.48 
2007 322 43.44 
2007 323 43.38 
2007 324 43.60 
2007 325 43.46 
2007 326 43.70 
2007 327 43.44 
2007 328 43.64 
2007 329 43.42 
2007 330 43.54 
2007 331 43.51 
2007 332 43.36 
2007 333 43.55 
2007 336 43.37 
2007 337 43.42 
2007 338 43.49 
2007 339 43.57 
2007 340 43.57 
2007 341 43.64 
2007 342 43.41 
2007 343 43.37 
2007 344 43.46 
2007 345 43.44 
2007 346 43.49 
2007 349 43.43 
2007 350 43.66 
2007 351 43.65 
2007 352 43.40 
2007 353 43.50 
2007 354 43.38 
2007 357 43.48 
2007 359 43.36 
2007 360 43.53 
2007 361 43.38 
2007 362 43.53 
2007 363 43.57 
2007 364 43.39 
2008   1 43.43 
2008   2 43.84 
2008   3 43.48 
2008   4 43.44 
2008   5 43.26 
2008   6 43.24 
2008   7 43.12 
2008   8 43.26 
2008   9 43.45 
2008  10 43.35 
2008  11 43.36 
2008  12 43.24 
2008  13 43.54 
2008  14 43.79 
2008  15 43.88 
2008  16 43.53 
2008  17 43.70 
2008  18 43.42 
2008  19 43.48 
2008  20 43.60 
2008  21 43.61 
2008  22 43.30 
2008  23 43.44 
2008  24 43.30 
2008  25 43.20 
2008  26 43.23 
2008  27 43.34 
2008  28 43.20 
2008  29 43.28 
2008  30 43.44 
2008  31 43.39 
2008  32 43.37 
2008  33 43.33 
2008  34 43.44 
2008  35 43.12 
2008  36 43.31 
2008  37 43.62 
2008  38 43.48 
2008  39 43.21 
2008  40 43.14 
2008  41 43.27 
2008  42 43.24 
2008  43 43.25 
2008  44 43.34 
2008  45 43.32 
2008  46 43.06 
2008  47 43.17 
2008  48 43.19 
2008  49 43.30 
2008  50 43.20 
2008  51 43.25 
2008  52 43.21 
2008  53 43.13 
2008  54 43.19 
2008  55 43.22 
2008  56 43.17 
2008  57 43.09 
2008  58 43.23 
2008  59 43.21 
2008  60 43.19 
2008  61 43.29 
2008  62 43.18 
2008  63 43.40 
2008  64 43.28 
2008  65 43.33 
2008  66 43.44 
2008  67 43.36 
2008  68 43.30 
2008  69 43.11 
2008  70 43.21 
2008  71 43.26 
2008  72 43.19 
2008  73 43.28 
2008  74 43.27 
2008  75 43.24 
2008  76 43.33 
2008  77 43.17 
2008  78 43.25 
2008  79 43.27 
2008  80 43.06 
2008  81 43.16 
2008  82 43.13 
2008  83 43.13 
2008  84 43.13 
2008  85 43.18 
2008  86 43.24 
2008  87 43.24 
2008  88 43.18 
2008  89 43.40 
2008  90 43.34 
2008  91 43.22 
2008  92 43.22 
2008  93 43.11 
2008  94 43.21 
2008  95 43.18 
2008  96 43.36 
2008  97 43.21 
2008  98 43.30 
2008  99 43.13 
2008 100 43.33 
2008 101 43.14 
2008 102 43.18 
2008 103 43.24 
2008 104 43.20 
2008 105 43.11 
2008 106 43.24 
2008 107 43.30 
2008 108 43.15 
2008 109 43.26 
2008 110 43.23 
2008 111 43.29 
2008 112 43.22 
2008 113 43.21 
2008 114 43.24 
2008 115 43.50 
2008 116 43.36 
2008 117 43.30 
2008 118 43.35 
2008 119 43.27 
2008 120 43.34 
2008 121 43.49 
2008 122 43.33 
2008 123 43.35 
2008 124 43.35 
2008 125 43.28 
2008 126 43.37 
2008 127 43.36 
2008 128 43.37 
2008 129 43.20 
2008 130 43.38 
2008 131 43.30 
2008 132 43.13 
2008 133 43.36 
2008 134 43.43 
2008 135 43.23 
2008 136 43.36 
2008 137 43.28 
2008 138 43.28 
2008 139 43.20 
2008 140 43.08 
2008 141 43.13 
2008 142 43.13 
2008 143 43.30 
2008 144 43.36 
2008 145 43.31 
2008 146 43.29 
2008 147 43.24 
2008 148 43.20 
2008 149 43.15 
2008 150 43.23 
2008 151 43.19 
2008 152 43.13 
2008 153 43.11 
2008 154 43.12 
2008 155 43.22 
2008 156 43.25 
2008 157 43.31 
2008 158 43.16 
2008 159 43.10 
2008 160 43.22 
2008 161 43.07 
2008 162 43.14 
2008 163 43.21 
2008 164 43.14 
2008 165 43.05 
2008 166 43.09 
2008 167 43.04 
2008 168 43.10 
2008 169 43.07 
2008 170 43.11 
2008 171 43.09 
2008 172 43.10 
2008 173 43.11 
2008 174 43.17 
2008 175 43.17 
2008 176 43.13 
2008 177 43.11 
2008 178 43.13 
2008 179 43.13 
2008 180 43.05 
2008 181 43.03 
2008 182 43.08 
2008 183 43.06 
2008 184 43.05 
2008 185 43.05 
2008 186 43.01 
2008 187 43.02 
2008 188 43.04 
2008 189 43.11 
2008 190 43.05 
2008 191 42.99 
2008 192 42.94 
2008 193 42.95 
2008 194 42.94 
2008 195 43.02 
2008 196 42.98 
2008 197 43.01 
2008 198 42.93 
2008 199 43.09 
2008 200 43.03 
2008 201 42.98 
2008 202 42.74 
2008 203 42.79 
2008 204 42.90 
2008 205 42.82 
2008 206 42.88 
2008 207 42.96 
2008 208 42.78 
2008 209 42.79 
2008 210 42.80 
2008 211 42.90 
2008 212 42.85 
2008 213 42.87 
2008 214 42.78 
2008 215 42.79 
2008 216 42.90 
2008 217 42.90 
2008 218 42.86 
2008 219 42.87 
2008 220 42.93 
2008 221 42.98 
2008 222 42.75 
2008 224 42.84 
2008 225 42.87 
2008 226 42.88 
2008 227 42.90 
2008 228 42.89 
2008 229 42.98 
2008 230 42.90 
2008 231 42.87 
2008 232 42.93 
2008 233 42.95 
2008 234 42.96 
2008 235 42.91 
2008 236 42.88 
2008 237 42.83 
2008 238 42.93 
2008 239 42.84 
2008 240 42.89 
2008 241 42.90 
2008 242 42.91 
2008 243 42.81 
2008 244 43.04 
2008 245 43.01 
2008 246 42.96 
2008 247 42.97 
2008 248 42.98 
2008 250 43.02 
2008 251 42.94 
2008 252 42.93 
2008 253 43.01 
2008 254 43.09 
2008 255 43.02 
2008 256 42.98 
2008 257 42.97 
2008 258 42.98 
2008 259 42.99 
2008 260 43.02 
2008 261 43.01 
2008 262 43.01 
2008 263 42.97 
2008 264 43.01 
2008 265 43.05 
2008 266 42.94 
2008 267 42.89 
2008 268 42.96 
2008 269 42.89 
2008 270 43.00 
2008 271 42.98 
2008 272 42.93 
2008 273 42.88 
2008 274 42.88 
2008 275 42.88 
2008 276 42.88 
2008 277 42.91 
2008 278 43.01 
2008 279 42.95 
2008 280 42.96 
2008 282 42.79 
2008 283 42.95 
2008 284 43.03 
2008 285 42.95 
2008 286 42.89 
2008 287 42.91 
2008 291 42.81 
2008 292 42.94 
2008 293 42.96 
2008 294 43.03 
2008 295 42.85 
2008 297 42.90 
2008 302 42.75 
2008 303 42.76 
2008 304 42.84 
2008 305 42.83 
2008 306 42.88 
2008 307 42.92 
2008 308 42.95 
2008 309 43.03 
2008 311 42.77 
2008 312 42.94 
2008 319 42.81 
2008 332 42.78 
2008 333 42.75 
2008 350 43.13 
2008 359 42.92 
2008 360 42.83 
2009   1 42.45 
2009   3 42.43 
2009   4 42.50 
2009   5 42.86 
2009   6 42.73 
2009  11 42.44 
2009  14 42.66 
2009  15 42.69 
2009  16 42.55 
2009  22 42.76 
2009  24 42.49 
2009  25 42.61 
2009  28 42.82 
2009  32 42.59 
2009  33 42.53 
2009  34 42.51 
2009  35 42.49 
2009  36 42.51 
2009  39 42.45 
2009  51 42.50 
2009  54 42.74 
2009  55 42.66 
2009  57 42.65 
2009  62 42.74 
2009  63 42.65 
2009  64 42.68 
2009  65 42.49 
2009  68 42.57 
2009  70 42.56 
2009  77 42.53 
2009  78 42.47 
2009  79 42.72 
2009  80 42.63 
2009  81 42.73 
2009  82 42.45 
2009  86 42.68 
2009  87 42.50 
2009  89 42.54 
2009  90 42.62 
2009  92 42.50 
2009  93 42.70 
2009  95 42.50 
2009  96 42.47 
2009  99 42.55 
2009 101 42.78 
2009 104 42.54 
2009 105 42.68 
2009 111 42.57 
2009 112 42.57 
2009 113 42.74 
2009 114 42.63 
2009 115 42.72 
2009 116 42.59 
2009 118 42.77 
2009 119 42.62 
2009 120 42.57 
2009 121 42.78 
2009 122 42.76 
2009 123 42.74 
2009 124 42.62 
2009 125 42.73 
2009 126 42.74 
2009 127 42.70 
2009 128 42.69 
2009 129 42.71 
2009 130 42.72 
2009 131 42.76 
2009 132 42.74 
2009 133 42.77 
2009 134 42.67 
2009 135 42.78 
2009 136 42.72 
2009 137 42.68 
2009 138 42.59 
2009 139 42.66 
2009 140 42.64 
2009 141 42.69 
2009 142 42.67 
2009 143 42.72 
2009 144 42.72 
2009 145 42.63 
2009 146 42.70 
2009 147 42.53 
2009 148 42.48 
2009 149 42.50 
2009 150 42.55 
2009 151 42.58 
2009 152 42.62 
2009 153 42.47 
2009 154 42.61 
2009 155 42.56 
2009 156 42.62 
2009 157 42.86 
2009 158 42.46 
2009 159 42.56 
2009 160 42.73 
2009 161 42.52 
2009 162 42.51 
2009 163 42.51 
2009 164 42.55 
2009 165 42.59 
2009 166 42.52 
2009 167 42.54 
2009 168 42.61 
2009 169 42.55 
2009 170 42.56 
2009 171 42.64 
2009 172 42.70 
2009 173 42.47 
2009 174 42.61 
2009 175 42.61 
2009 176 42.44 
2009 177 42.67 
2009 178 42.60 
2009 179 42.60 
2009 180 42.57 
2009 181 42.53 
2009 182 42.65 
2009 183 42.63 
2009 184 42.59 
2009 185 42.60 
2009 186 42.53 
2009 187 42.59 
2009 188 42.52 
2009 189 42.52 
2009 190 42.57 
2009 191 42.53 
2009 192 42.60 
2009 193 42.59 
2009 194 42.58 
2009 195 42.51 
2009 196 42.49 
2009 197 42.53 
2009 198 42.59 
2009 199 42.45 
2009 200 42.51 
2009 202 42.49 
2009 203 42.53 
2009 204 42.51 
2009 205 42.45 
2009 206 42.53 
2009 207 42.57 
2009 208 42.57 
2009 209 42.47 
2009 210 42.56 
2009 211 42.46 
2009 212 42.57 
2009 213 42.42 
2009 214 42.51 
2009 215 42.44 
2009 216 42.47 
2009 217 42.50 
2009 218 42.43 
2009 219 42.47 
2009 220 42.53 
2009 221 42.55 
2009 222 42.54 
2009 223 42.51 
2009 224 42.52 
2009 225 42.56 
2009 226 42.57 
2009 227 42.75 
2009 228 42.66 
2009 229 42.59 
2009 230 42.56 
2009 231 42.60 
2009 232 42.55 
2009 233 42.58 
2009 234 42.44 
2009 235 42.50 
2009 236 42.65 
2009 237 42.56 
2009 238 42.52 
2009 239 42.47 
2009 240 42.54 
2009 241 42.51 
2009 242 42.54 
2009 244 42.47 
2009 246 42.45 
2009 247 42.49 
2009 248 42.47 
2009 249 42.43 
2009 250 42.45 
2009 253 42.50 
2009 254 42.43 
2009 255 42.48 
2009 256 42.45 
2009 258 42.45 
2009 259 42.50 
2009 261 42.43 
2009 273 42.51 
2009 277 42.48 
2009 278 42.46 
2009 285 42.46 
2009 287 42.53 
2009 297 42.43 
2009 316 42.43 
2010   1 41.82 
2010   2 41.47 
2010   3 41.87 
2010   4 41.66 
2010   5 41.83 
2010   6 41.52 
2010   7 41.42 
2010   8 41.91 
2010   9 41.73 
2010  10 41.52 
2010  11 41.83 
2010  12 41.75 
2010  13 41.82 
2010  14 41.55 
2010  15 41.71 
2010  16 41.74 
2010  17 41.30 
2010  18 41.65 
2010  19 41.24 
2010  20 41.23 
2010  21 41.31 
2010  22 41.23 
2010  25 42.00 
2010  26 41.67 
2010  27 41.59 
2010  28 41.43 
2010  29 41.25 
2010  30 41.57 
2010  31 41.52 
2010  32 41.27 
2010  33 41.85 
2010  34 41.65 
2010  35 41.26 
2010  36 41.70 
2010  40 42.00 
2010  41 41.39 
2010  42 41.41 
2010  43 41.59 
2010  44 41.22 
2010  45 41.34 
2010  46 41.67 
2010  47 41.24 
2010  48 41.92 
2010  49 41.63 
2010  51 41.22 
2010  53 41.34 
2010  54 42.10 
2010  55 41.96 
2010  56 41.28 
2010  57 41.31 
2010  58 41.70 
2010  59 41.28 
2010  60 41.25 
2010  61 41.70 
2010  62 41.33 
2010  63 41.51 
2010  64 41.46 
2010  65 41.77 
2010  66 41.40 
2010  67 41.40 
2010  68 41.25 
2010  69 41.31 
2010  70 41.31 
2010  71 41.59 
2010  72 41.71 
2010  73 41.47 
2010  74 41.34 
2010  75 41.42 
2010  76 41.51 
2010  77 41.59 
2010  78 41.68 
2010  79 41.65 
2010  80 41.84 
2010  81 41.48 
2010  82 41.77 
2010  83 41.34 
2010  84 41.88 
2010  85 41.74 
2010  86 41.31 
2010  87 41.90 
2010  88 41.58 
2010  89 41.83 
2010  90 42.17 
2010  91 41.78 
2010  92 41.57 
2010  93 41.66 
2010  94 41.73 
2010  95 42.20 
2010  96 41.71 
2010  97 41.47 
2010  98 41.81 
2010  99 41.63 
2010 100 41.77 
2010 101 41.91 
2010 102 42.05 
2010 103 41.95 
2010 104 41.67 
2010 105 41.87 
2010 106 42.10 
2010 107 42.21 
2010 108 42.11 
2010 109 42.05 
2010 110 42.22 
2010 111 42.20 
2010 112 41.80 
2010 113 41.68 
2010 114 41.52 
2010 115 41.68 
2010 116 41.87 
2010 117 41.80 
2010 118 42.49 
2010 119 41.82 
2010 120 41.94 
2010 121 41.70 
2010 122 41.69 
2010 123 41.52 
2010 124 42.20 
2010 125 42.23 
2010 126 42.41 
2010 127 41.83 
2010 128 41.84 
2010 129 42.22 
2010 130 42.24 
2010 131 42.19 
2010 132 41.77 
2010 133 41.82 
2010 134 42.12 
2010 135 42.16 
2010 136 41.78 
2010 137 42.06 
2010 138 42.28 
2010 139 42.08 
2010 140 41.92 
2010 141 42.22 
2010 142 42.19 
2010 143 42.18 
2010 144 42.21 
2010 145 41.77 
2010 146 42.10 
2010 147 42.10 
2010 148 42.11 
2010 149 42.13 
2010 150 42.02 
2010 151 42.11 
2010 152 42.20 
2010 153 42.37 
2010 154 42.26 
2010 155 42.20 
2010 156 42.04 
2010 157 42.06 
2010 158 42.00 
2010 159 41.87 
2010 160 42.06 
2010 161 42.06 
2010 162 41.93 
2010 163 42.28 
2010 164 42.10 
2010 165 42.14 
2010 166 41.96 
2010 167 42.09 
2010 168 42.03 
2010 169 41.97 
2010 170 42.07 
2010 171 42.09 
2010 172 42.12 
2010 173 42.17 
2010 174 42.07 
2010 175 42.10 
2010 176 42.01 
2010 177 41.94 
2010 178 42.17 
2010 179 42.19 
2010 180 42.08 
2010 181 42.10 
2010 182 42.07 
2010 183 42.00 
2010 184 41.92 
2010 185 41.94 
2010 186 42.02 
2010 187 42.03 
2010 188 42.01 
2010 189 42.12 
2010 190 41.94 
2010 191 41.84 
2010 192 41.95 
2010 193 41.92 
2010 194 41.85 
2010 195 41.68 
2010 196 41.74 
2010 197 41.72 
2010 198 41.30 
2011  36 45.50 
2011  37 45.56 
2011  38 45.68 
2011  39 45.53 
2011  40 45.89 
2011  41 46.00 
2011  42 45.83 
2011  43 45.65 
2011  44 45.46 
2011  45 45.43 
2011  46 45.36 
2011  47 45.43 
2011  48 45.32 
2011  49 45.51 
2011  50 45.45 
2011  51 45.40 
2011  52 45.48 
2011  53 45.56 
2011  54 45.42 
2011  55 45.41 
2011  56 45.37 
2011  57 45.47 
2011  58 45.55 
2011  59 45.44 
2011  60 45.41 
2011  61 45.39 
2011  62 45.36 
2011  63 45.40 
2011  64 45.62 
2011  65 45.49 
2011  66 45.42 
2011  67 45.40 
2011  68 45.36 
2011  69 45.38 
2011  70 45.20 
2011  71 45.22 
2011  72 45.21 
2011  73 45.34 
2011  74 45.24 
2011  75 45.24 
2011  76 45.25 
2011  77 45.34 
2011  78 45.25 
2011  79 45.29 
2011  80 45.17 
2011  81 45.39 
2011  82 45.29 
2011  83 45.42 
2011  84 45.49 
2011  85 45.33 
2011  86 45.38 
2011  87 45.36 
2011  88 45.33 
2011  89 45.30 
2011  90 45.14 
2011  91 45.06 
2011  92 45.17 
2011  93 45.35 
2011  94 45.37 
2011  95 45.22 
2011  96 45.29 
2011  97 45.29 
2011  98 45.20 
2011  99 45.31 
2011 100 45.53 
2011 101 45.37 
2011 102 45.27 
2011 103 45.26 
2011 104 45.35 
2011 105 45.38 
2011 106 45.23 
2011 107 45.14 
2011 108 45.28 
2011 109 45.24 
2011 110 45.22 
2011 111 45.06 
2011 112 45.34 
2011 113 45.40 
2011 114 45.18 
2011 115 45.37 
2011 116 45.47 
2011 117 45.36 
2011 118 45.28 
2011 119 45.26 
2011 120 45.47 
2011 121 45.54 
2011 122 45.41 
2011 123 45.24 
2011 124 45.07 
2011 125 45.15 
2011 126 45.04 
2011 127 44.98 
2011 128 44.97 
2011 129 45.20 
2011 130 45.22 
2011 131 45.40 
2011 132 45.42 
2011 133 45.23 
2011 134 45.24 
2011 135 45.15 
2011 136 45.16 
2011 137 45.31 
2011 138 45.37 
2011 139 45.50 
2011 140 45.48 
2011 141 45.30 
2011 142 45.17 
2011 143 45.21 
2011 144 45.29 
2011 145 45.11 
2011 146 45.22 
2011 147 45.08 
2011 148 45.03 
2011 149 44.96 
2011 150 45.17 
2011 151 45.22 
2011 152 45.04 
2011 153 44.88 
2011 154 45.04 
2011 155 45.06 
2011 156 44.95 
2011 157 44.94 
2011 158 44.91 
2011 159 45.00 
2011 160 44.98 
2011 161 45.03 
2011 162 45.00 
2011 163 45.00 
2011 164 45.05 
2011 165 45.00 
2011 166 44.95 
2011 167 44.94 
2011 168 45.02 
2011 169 45.07 
2011 170 45.04 
2011 171 45.29 
2011 172 45.03 
2011 173 44.97 
2011 174 44.89 
2011 175 44.84 
2011 177 44.84 
2011 178 44.87 
2011 179 44.88 
2011 180 44.81 
2011 181 44.97 
2011 182 45.09 
2011 183 44.92 
2011 184 44.82 
2011 185 44.88 
2011 186 44.96 
2011 187 45.00 
2011 188 44.93 
2011 189 44.81 
2011 190 44.88 
2011 191 45.03 
2011 192 44.94 
2011 193 44.96 
2011 194 45.01 
2011 196 44.89 
2011 197 44.93 
2011 198 44.96 
2011 199 44.89 
2011 200 45.07 
2011 201 44.88 
2011 202 44.82 
2011 203 44.86 
2011 204 44.85 
2011 205 44.83 
2011 206 44.82 
2011 207 44.98 
2011 208 44.93 
2011 209 44.82 
2011 210 44.83 
2011 211 44.85 
2011 212 44.96 
2011 213 44.93 
2011 214 44.92 
2011 215 44.98 
2011 216 44.88 
2011 217 44.92 
2011 218 44.88 
2011 219 44.92 
2011 220 44.94 
2011 221 44.97 
2011 222 44.97 
2011 223 44.95 
2011 224 44.99 
2011 225 44.98 
2011 226 45.00 
2011 227 45.03 
2011 228 44.97 
2011 229 44.93 
2011 230 44.95 
2011 231 44.97 
2011 232 45.04 
2011 233 44.96 
2011 234 44.90 
2011 235 44.96 
2011 236 44.98 
2011 237 45.08 
2011 238 45.09 
2011 239 44.98 
2011 240 44.93 
2011 241 44.98 
2011 242 45.01 
2011 243 45.12 
2011 244 45.07 
2011 245 44.99 
2011 246 45.08 
2011 247 45.13 
2011 248 45.16 
2011 249 45.20 
2011 250 45.24 
2011 251 45.12 
2011 252 45.16 
2011 253 45.28 
2011 254 45.33 
2011 255 45.23 
2011 256 45.22 
2011 257 45.37 
2011 258 45.40 
2011 259 45.37 
2011 260 45.35 
2011 261 45.25 
2011 262 45.16 
2011 263 45.16 
2011 264 45.19 
2011 265 45.19 
2011 266 45.21 
2011 267 45.16 
2011 268 45.17 
2011 269 45.19 
2011 270 45.20 
2011 271 45.20 
2011 272 45.13 
2011 273 45.33 
2011 274 45.36 
2011 275 45.37 
2011 276 45.38 
2011 277 45.53 
2011 278 45.37 
2011 279 45.43 
2011 280 45.71 
2011 281 45.69 
2011 282 45.67 
2011 283 45.51 
2011 284 45.49 
2011 285 45.37 
2011 286 45.44 
2011 287 45.41 
2011 288 45.34 
2011 289 45.37 
2011 290 45.39 
2011 291 45.60 
2011 292 45.58 
2011 293 45.44 
2011 294 45.50 
2011 295 45.47 
2011 296 45.48 
2011 297 45.48 
2011 298 45.62 
2011 299 45.70 
2011 300 45.78 
2011 301 45.73 
2011 302 45.68 
2011 303 45.59 
2011 304 45.54 
2011 305 45.55 
2011 306 45.69 
2011 307 45.89 
2011 308 45.81 
2011 309 45.75 
2011 310 45.71 
2011 311 45.79 
2011 312 45.77 
2011 313 45.83 
2011 314 45.38 
2011 315 45.86 
2011 316 45.72 
2011 317 45.72 
2011 318 45.73 
2011 319 45.71 
2011 320 45.69 
2011 321 45.87 
2011 322 45.72 
2011 323 45.78 
2011 324 45.70 
2011 325 45.81 
2011 326 45.66 
2011 327 45.72 
2011 328 45.75 
2011 329 45.65 
2011 330 45.83 
2011 331 45.98 
2011 332 45.78 
2011 333 45.65 
2011 334 45.78 
2011 335 45.80 
2011 336 45.88 
2011 337 45.96 
2011 338 46.06 
2011 339 46.12 
2011 340 46.25 
2011 341 46.14 
2011 342 45.99 
2011 343 45.99 
2011 344 45.93 
2011 345 45.98 
2011 346 45.96 
2011 347 45.80 
2011 348 45.68 
2011 349 45.70 
2011 350 46.01 
2011 351 45.98 
2011 352 45.79 
2011 353 45.57 
2011 354 45.76 
2011 355 46.03 
2011 356 46.01 
2011 357 46.28 
2011 358 46.16 
2011 359 45.96 
2011 360 45.81 
2011 361 45.81 
2011 362 45.75 
2011 363 45.57 
2011 364 45.50 
2011 365 45.55 
2012   1 45.86 
2012   2 45.70 
2012   3 45.66 
2012   4 45.73 
2012   5 45.63 
2012   6 45.61 
2012   7 45.70 
2012   8 45.69 
2012   9 45.91 
2012  10 45.73 
2012  11 45.73 
2012  12 46.06 
2012  13 45.99 
2012  14 45.81 
2012  15 45.75 
2012  16 45.62 
2012  17 45.88 
2012  18 45.75 
2012  19 45.47 
2012  20 45.44 
2012  21 45.74 
2012  22 45.60 
2012  23 45.80 
2012  24 45.70 
2012  25 45.67 
2012  26 45.63 
2012  27 45.55 
2012  28 45.94 
2012  29 45.81 
2012  30 45.67 
2012  31 45.69 
2012  32 45.64 
2012  33 45.66 
2012  34 45.60 
2012  35 45.66 
2012  36 45.79 
2012  37 45.72 
2012  38 45.65 
2012  39 45.81 
2012  40 45.61 
2012  41 45.61 
2012  42 45.48 
2012  43 45.52 
2012  44 45.52 
2012  45 45.59 
2012  46 45.56 
2012  47 45.63 
2012  48 45.59 
2012  49 45.58 
2012  50 45.70 
2012  51 45.67 
2012  52 45.59 
2012  53 45.45 
2012  54 45.45 
2012  55 45.79 
2012  56 45.61 
2012  57 45.57 
2012  58 45.59 
2012  59 45.22 
2012  60 45.61 
2012  61 45.56 
2012  62 45.68 
2012  63 45.80 
2012  64 45.51 
2012  65 45.32 
2012  66 45.31 
2012  67 45.40 
2012  68 45.46 
2012  69 45.41 
2012  70 45.38 
2012  71 45.23 
2012  72 45.27 
2012  73 45.33 
2012  74 45.22 
2012  75 45.14 
2012  76 45.19 
2012  77 45.21 
2012  78 45.33 
2012  79 45.55 
2012  80 45.51 
2012  81 45.29 
2012  82 45.15 
2012  83 45.16 
2012  84 45.03 
2012  85 45.08 
2012  86 45.18 
2012  87 45.14 
2012  88 45.14 
2012  89 45.09 
2012  90 45.14 
2012  91 45.11 
2012  92 45.04 
2012  93 45.47 
2012  94 45.35 
2012  95 45.16 
2012  96 45.27 
2012  97 45.24 
2012  98 45.32 
2012  99 45.22 
2012 100 45.12 
2012 101 45.05 
2012 102 45.03 
2012 103 45.32 
2012 104 45.41 
2012 105 45.39 
2012 106 45.40 
2012 107 45.36 
2012 108 45.23 
2012 109 45.20 
2012 110 45.19 
2012 111 45.10 
2012 112 44.97 
2012 113 44.97 
2012 114 44.89 
2012 115 44.85 
2012 116 44.93 
2012 117 45.09 
2012 118 45.20 
2012 119 45.16 
2012 120 45.16 
2012 121 45.10 
2012 122 45.07 
2012 123 45.08 
2012 124 44.99 
2012 125 44.89 
2012 126 44.90 
2012 127 45.05 
2012 128 45.16 
2012 129 45.05 
2012 130 45.00 
2012 131 44.91 
2012 132 44.89 
2012 133 44.99 
2012 134 44.98 
2012 135 44.99 
2012 136 44.86 
2012 137 44.98 
2012 138 44.87 
2012 139 44.82 
2012 140 45.17 
2012 141 45.04 
2012 142 44.92 
